Gene_Name	HLA-A	HLA-B	HLA-C	HLA-DMA	HLA-DMB	HLA-DOA	HLA-DOB	HLA-DPA1	HLA-DPB1	HLA-DPB2	HLA-DQA1	HLA-DQA2	HLA-DQB1	HLA-DRA	HLA-DRB1	HLA-DRB5	HLA-E	HLA-F	HLA-H	HLA-J	HLA-L
CGGA_P625	178.64	367.18	53.37	59.29	55.47	12.49	0.46	359.7	216.36	0.19	44.08	0.27	13.2	365.07	15.55	0.1	258.44	32.91	0.14	0.04	0.25
CGGA_P633	143.98	311.8	188.78	29.02	22.8	7.37	0.1	165.67	85.08	0.12	52.06	0.17	30.54	248.33	105.9	74.51	114.16	25.63	0.13	0	0.26
CGGA_P7	595.54	689.58	559.52	249.39	210.55	37.71	0.94	1139.64	442.57	1.25	204.15	0.02	64.41	1120.54	64.93	0.23	411.9	154.51	42.44	0.92	0.57
CGGA_P83	443.6	407.6	366.47	31.01	33.31	2.26	0.18	62.27	89.1	0.03	26.53	0.02	37.47	105.48	261.1	165.7	215.19	30.48	9.91	0.04	0.25
CGGA_P84	178.79	180.65	15.22	17.01	31.67	5.81	0.35	101.58	51.32	0.08	6.04	0.11	3.09	57.13	34.73	2.35	121.97	28.18	0.66	0	0.75
CGGA_P86	179.61	107.93	285.5	7.76	5.74	1.25	0.33	28.96	16.07	0.04	4.83	0	1.02	20.5	1.36	0.03	73.12	16.02	1.04	0.19	0.41
CGGA_P87	112.51	157.22	16.67	24.98	14.57	4.29	0.63	90.82	98.01	0.26	0.09	0.85	0.05	73.81	13.22	0.48	151.99	115.23	0.73	1.29	0.94
CGGA_P89	109.04	121.32	412.59	64.29	71.36	12.53	1.01	329.18	77.99	0.11	3.07	4.22	0.1	421.41	21.56	0.17	217.9	38.13	2.13	1.08	1.11
CGGA_P93	114.27	221.31	9.46	41.03	50.31	7.93	4.08	98	11.83	0.21	0.54	0	0.11	140.81	7.55	0.12	199.07	28.25	9.61	0.28	0.58
CGGA_P98	290.71	234.09	22.15	17.07	19.42	2.42	0.2	100.55	59.63	0.11	10.51	1.04	8.21	202.38	135.92	80.56	146.3	55.61	0.73	0.47	1.15
CGGA_P99	454.55	257.73	30.15	28.17	35.69	4.43	0.33	168.52	118.67	0.06	0.28	0.5	0.15	100.67	20.79	0.99	147.68	39.15	2.18	0.11	0.69
